word,word_en,tag,phrase_fr,phrase_en
entre-temps,"meanwhile, in the meantime","adv,nm(pl)"," entre-temps, la population vieillit et augmente ", in the meantime the population is aging and increasing
insérer,to insert,v, j'insère ma carte dans la machine , I insert my card into the machine 
confrère,colleague,nm, mes confrères de classe ont bénéficié de ces bourses , my classmates benefited from those scholarships
litre,litre,"nm,nf", il vient de boire deux litres de bière d'un coup , he just drank two litres of beer in one sitting 
suivi,"follow-up; consistent, continuous",nadj, il n'y a pas assez de suivi psychiatrique et sanitaire en prison , there isn't enough psychiatric and sanitary follow-up in prison
variation,"variation, change",nf, les variations peuvent être compensées , the variations can be compensated 
productif,productive,adj, j'essaie de rendre le gens les moins productifs que possible , I try to make people the least productive possible
groupement,"grouping, group, categorization",nm, j'étais dans toutes sortes de groupements , I was in all kinds of groups 
modernisation,modernization,nf, il va nous amener à poursuivre notre modernisation , he's going to push us to pursue our modernization
déploiement,"deployment, spreading, unfurling, display",nm, il s'agirait du premier déploiement de missiles sol-air , it would be the first deployment of surface-to-air missiles
impuissant,"powerless, helpless",nadj, la justice est complètement impuissante , justice is completely powerless 
restauration,restoration; catering,nf, la restauration emploie beaucoup de jeunes , catering employs many young people 
haïr,"to detest, hate, abhor",v, j'ai toujours haï la campagne , I always hated the countryside 
marée,tide,nf, c'est à marée haute qu'il faut venir , you must come at high tide 
souscrire,to subscribe,v, elle ne souscrit pas complètement à nos principes , she doesn't altogether subscribe to our principles
diable,devil,"intj,nm", vous croyez que je suis le diable? , you think I'm the devil? 
suffrage,vote,nm, le suffrage est le court moment du souverain , the popular vote is the beginning of the end for a monarch
spontané,spontaneous,adj, sois spontanée pour une fois dans ta vie , be spontaneous for once in your life 
joyeux,"merry, joyful, happy",nadj(pl), je ne regrette pas cette époque très joyeuse de ma vie , I don't regret this very joyful time in my life
concilier,to reconcile,v, j'arriverai à concilier plaisir et nécessité , I managed to reconcile pleasure and duty 
tristesse,"sadness, gloominess, dreariness",nf, je n'ai jamais pris leur tristesse au sérieux , I never took their sadness seriously 
asile,"shelter, asylum, hospital",nm, ils veulent m'enfermer à l'asile! , they want to commit me to an asylum! 
sombrer,"to darken; to sink, lapse",v, je sombrai dans le chaos , I sank into chaos 
photographe,photographer,"nm,nf", je suis en quelque sorte son photographe non officiel , I'm somewhat of his unofficial photographer
libanais,Lebanese,nadj(pl)," mais nous, les Libanais, nous reviendrons "," but we Lebanese, we will return "
archives,"archives, records",nfpl, je suis allée aux archives , I went to the archives 
honteux,"ashamed, shameful",adj(pl), je trouve cela absolument honteux , I find that absolutely shameful 
rapporteur,"telltale, rapporteur",nadj, je vous en informe comme rapporteur , I'm telling you this as a reporter 
dix-neuvième,nineteenth,"det,nm,nf", la ville paraît sortie du dix-neuvième siècle , the city seemed to come straight out of the nineteenth century
indemnisation,"indemnification, compensation",nf, jamais une période d'indemnisation n'a été aussi longue , no period of compensation has ever been this long
harceler,"to harass, plague",v, la police des mœurs harcèle encore les jeunes , the vice squad is still harassing the youth 
leadership,leadership,nm, nous devons faire preuve de leadership , we must show leadership 
cahier,notebook,nm," d'accord, fermez les cahiers. commençons cet examen "," OK, close your workbooks. let's begin this exam"
portable,"portable, wearable; cell phone","adj(f),nm", j'achèterai un portable et je t'appellerai , I'll buy a cell phone and I'll call you 
précoce,"early, precocious",adj(f), nous favorisons la détection précoce et la prévention , we support early detection and prevention
qualification,qualification,nf, on n'a pas passé les qualifications , we didn't pass the qualifying exam 
insulte,insult,nf," je m'enfuis, poursuivie par ses insultes "," I took off, pursued by her insults "
planer,"to glide, soar",v, un grand oiseau planait , a large bird was soaring 
stage,"internship, training course",nm, j'ai découvert la secte lors d'un stage d'été en Slovénie , I found the sect during a summer internship in Slovenia
dédier,to dedicate,v, ce livre est dédié à ma sœur qui est décédée , this book is dedicated to my sister who passed away
carrément,"completely, directly, straight out",adv," ici, on passe carrément par-dessus la tête des syndicats "," here, frankly, we go over the heads of the unions"
exil,exile,nm," elle mourut dans l'exil, dans la pauvreté "," she died in exile, in poverty "
artisan,"craftsman, self-employed",nm, nous sommes les artisans de notre propre destin , we are the captains of our own destiny 
rassurant,"reassuring, comforting",adj, c'est rassurant des bruits de cuisine , kitchen sounds are reassuring 
remède,"cure, remedy",nm," leur herbier fournit des remèdes, des tisanes "," the herbalist provides remedies, herbal teas "
composant,"component, constituent",nadj, c'est une organisation politique avec un forte composante terroriste , it's a political organization with a strong terrorist component
économiquement,economically,adv, ce sont des régions qui actuellement explosent économiquement , these are regions that are currently exploding with economic activity
hurler,"to scream, yell",v," tout le monde la cherchait, hurlait son prénom "," everyone was looking for her, yelling her name"
yen,yen,nm," par ailleurs, le yen doit être soutenu "," elsewhere, the yen must be shored up "
gras,"fatty, fat, greasy","adj(pl),nm(pl)", il y a 20 % de matières grasses dedans , it has a 20% fat content 
médiatique,media,adj(f), c'est un coup médiatique incroyable pour cette compagnie-là , it's an incredible public relations coup for that company
statue,statue,nf, elevons une statue de moi , let's erect a statue of me 
frappe,"strike, striking, stamp, impression, punch",nf, les frappes aériennes ne vont résoudre aucun problème , air strikes won't resolve any problems
industrialiser,to industrialize,v, la France vend surtout aux principaux pays industrialisés , France sells mostly to the principal industrialized countries
efficacement,"efficiently, effectively",adv, nous avons toujours travaillé efficacement ensemble , we have always worked effectively together
golfe,gulf,nm, les gens du Golfe sont très fiers , the people of the Gulf are very proud 
ambiance,"atmosphere, mood",nf, il y a une ambiance sympa dans cette ville , there's a great atmosphere in this city 
coopérer,to cooperate,v, je pense qu'il va falloir coopérer , I think we will have to cooperate 
bus,bus,nm(pl)," à Rome, nous avons pris le bus. un bus rouge "," in Rome, we took the bus. a red bus "
septième,seventh,"det,nm,nf", le septième enfant est mort , the seventh child died 
façade,"front, façade",nf, la façade est formée par le massif , the facade is formed by the massif 
charmant,charming,adj, c'était une femme tout à fait charmante , she was an absolutely charming woman 
marginal,marginal,nadj, j'ai jamais pensé que j'étais marginal , I never thought of myself as marginal 
comptable,"accountant, accountable",nadj(f), le fruit d'une froide évaluation comptable , the fruit of passionless accounting evaluation 
isolement,"loneliness, isolation, insulation",nm, vous avez été maintenu quatorze ans en isolement , you were kept fourteen years in isolation 
modérer,"to restrain, moderate, reduce",v, malheureusement la prudence ne modérait pas toujours les élans de son coeur ," sadly, prudence didn't always restrain the outbursts of her heart"
volant,steering wheel,"adj,nm"," vas-y, prends le volant "," go ahead, take hold of the steering wheel "
porc,"pig, pork",nm, on a été manger des côtes de porc dans un bistro , we went to eat pork ribs in a bistro 
appartenance,"membership, belonging",nf, le sentiment d'appartenance doit être entretenu , the sense of belonging must be maintained 
émeute,"riot, rioting",nf, c'était le point zéro des émeutes de Los Angeles , it was ground zero for the Los Angeles riots 
constructif,constructive,adj, trouvez une facon constructive de vous améliorer , find a constructive way to improve yourself
minime,"minor, minimal",nadj(f), beaucoup de ces différences sont minimes , many of these differences are minimal 
ralentissement,slowing down,nm, l'économie japonaise est en net ralentissement , the Japanese economy is clearly slowing down
mobilisation,mobilization,nf, rapidement la mobilisation se construit dans la communauté éducative , rapidly mobilization was established in the educational community
tâcher,to endeavor,v, tâchez donc à faire plus simple , so try to simplify 
racisme,racism,nm, cette fausse image contribue au racisme , this false image feeds racism 
